period,total_credits_issued,total_emission_reductions_tons_co2,total_land_use_reduced_ha,total_land_restored_ha,total_land_conserved_ha,total_animal_lives_saved,total_meals_impacted
Y2023*,90,90.7,10.98,0,0,2362,52000
